id,continent,country_name,country_code_2_digit,state_province_name,us_state_code,postal_code,latitude,longitude,sales_volume_usd,customer_count,avg_transaction_value_usd,custom_geo_area,geo_json_reference_key
713,Europe,Germany,DE,Bavaria,,80348,48.3122,11.7577,93500,440,212.50,Western Europe,ref-de-by-MUN
714,Asia,Japan,JP,Tokyo,,100-0018,35.8605,139.8599,317200,1480,214.32,East Asia,ref-jp-tko
715,North America,Canada,CA,Ontario,ON,M5V 2G6,43.8001,-79.5255,137750,660,208.71,North America,ref-ca-on-TOR
716,South America,Brazil,BR,São Paulo,,01310-117,-23.6698,-46.8101,162400,770,210.91,South America,ref-br-sp-SAO
717,Europe,France,FR,Île-de-France,,75018,48.9955,2.5389,63900,300,213.00,Western Europe,ref-fr-idf-PAR
718,Oceania,Australia,AU,New South Wales,NSW,2017,-33.9899,151.3495,92500,445,207.87,ANZ,ref-au-nsw-SYD
719,North America,United States,US,Texas,TX,73318,30.4585,-97.8722,112100,530,211.51,South,ref-us-tx-AUS
720,North America,United States,US,Florida,FL,33156,25.9501,-80.3815,147500,705,209.22,South,ref-us-fl-MIA
721,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6805,-0.2611,107000,510,209.80,Western Europe,ref-uk-eng-LON
722,Europe,Norway,NO,Oslo,,0167,60.0711,10.9495,28500,130,219.23,Nordics,ref-no-osl
723,Asia,India,IN,Maharashtra,,400018,19.2601,73.0705,218100,1030,211.75,South Asia,ref-in-mh-MUM
724,Africa,South Africa,ZA,Western Cape,,8018,-34.0615,18.6109,77300,370,208.92,Sub-Saharan Africa,ref-za-wc-CPT
725,North America,Mexico,MX,Mexico City,,06017,19.6101,-99.2611,177000,840,210.71,LATAM,ref-mx-mxc
726,North America,United States,US,Arizona,AZ,85017,33.6100,-112.2300,126000,590,213.56,West Coast,ref-us-az
727,North America,United States,US,Georgia,GA,30317,33.9100,-84.5500,156000,740,210.81,South,ref-us-ga
728,Europe,Italy,IT,Lazio,,00116,42.0600,12.6600,91000,435,209.20,Southern Europe,ref-it-laz
729,Asia,China,CN,Beijing,,100016,40.0600,116.5500,266000,1270,209.45,East Asia,ref-cn-bjn
730,South America,Argentina,AR,Buenos Aires,,1016,-34.7600,-58.5400,106000,505,209.90,South America,ref-ar-bue
731,North America,United States,US,California,CA,90227,33.9481,-118.1454,169345,805,210.37,West Coast,ref-us-ca-LA
732,North America,United States,US,New York,NY,10019,40.8701,-74.2038,231901,1105,209.86,North East,ref-us-ny-NYC
733,Europe,Germany,DE,Bavaria,,80349,48.3222,11.7677,92500,435,212.64,Western Europe,ref-de-by-MUN
734,Asia,Japan,JP,Tokyo,,100-0019,35.8705,139.8699,318200,1485,214.28,East Asia,ref-jp-tko
735,North America,Canada,CA,Ontario,ON,M5V 2G7,43.8101,-79.5355,138750,665,208.65,North America,ref-ca-on-TOR
736,South America,Brazil,BR,São Paulo,,01310-118,-23.6798,-46.8201,161400,765,211.00,South America,ref-br-sp-SAO
737,Europe,France,FR,Île-de-France,,75019,49.0055,2.5489,62900,295,213.22,Western Europe,ref-fr-idf-PAR
738,Oceania,Australia,AU,New South Wales,NSW,2018,-33.9999,151.3595,93500,450,207.78,ANZ,ref-au-nsw-SYD
739,North America,United States,US,Texas,TX,73319,30.4685,-97.8822,113100,535,211.40,South,ref-us-tx-AUS
740,North America,United States,US,Florida,FL,33157,25.9601,-80.3915,148500,710,209.15,South,ref-us-fl-MIA
741,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6905,-0.2711,108000,515,209.71,Western Europe,ref-uk-eng-LON
742,Europe,Norway,NO,Oslo,,0168,60.0811,10.9595,27500,125,220.00,Nordics,ref-no-osl
743,Asia,India,IN,Maharashtra,,400019,19.2701,73.0805,219100,1035,211.69,South Asia,ref-in-mh-MUM
744,Africa,South Africa,ZA,Western Cape,,8019,-34.0715,18.6209,78300,375,208.80,Sub-Saharan Africa,ref-za-wc-CPT
745,North America,Mexico,MX,Mexico City,,06018,19.6201,-99.2711,178000,845,210.65,LATAM,ref-mx-mxc
746,North America,United States,US,Arizona,AZ,85018,33.6200,-112.2400,127000,595,213.45,West Coast,ref-us-az
747,North America,United States,US,Georgia,GA,30318,33.9200,-84.5600,157000,745,210.74,South,ref-us-ga
748,Europe,Italy,IT,Lazio,,00117,42.0700,12.6700,92000,440,209.09,Southern Europe,ref-it-laz
749,Asia,China,CN,Beijing,,100017,40.0700,116.5600,267000,1275,209.41,East Asia,ref-cn-bjn
750,South America,Argentina,AR,Buenos Aires,,1017,-34.7700,-58.5500,107000,510,209.80,South America,ref-ar-bue
751,North America,United States,US,California,CA,90218,34.0381,-118.2354,160345,760,210.98,West Coast,ref-us-ca-LA
752,North America,United States,US,New York,NY,10010,40.7801,-74.1138,240901,1150,209.48,North East,ref-us-ny-NYC
753,Europe,Germany,DE,Bavaria,,80340,48.2322,11.6777,101500,480,211.46,Western Europe,ref-de-by-MUN
754,Asia,Japan,JP,Tokyo,,100-0010,35.7805,139.7799,309200,1440,214.72,East Asia,ref-jp-tko
755,North America,Canada,CA,Ontario,ON,M5V 2F8,43.7201,-79.4455,129750,620,209.27,North America,ref-ca-on-TOR
756,South America,Brazil,BR,São Paulo,,01310-109,-23.5898,-46.7301,170400,810,210.37,South America,ref-br-sp-SAO
771,North America,United States,US,California,CA,90219,34.0281,-118.2254,161345,765,210.91,West Coast,ref-us-ca-LA
772,North America,United States,US,New York,NY,10011,40.7901,-74.1238,239901,1145,209.52,North East,ref-us-ny-NYC
773,Europe,Germany,DE,Bavaria,,80341,48.2422,11.6877,100500,475,211.58,Western Europe,ref-de-by-MUN
774,Asia,Japan,JP,Tokyo,,100-0011,35.7905,139.7899,310200,1445,214.67,East Asia,ref-jp-tko
775,North America,Canada,CA,Ontario,ON,M5V 2F9,43.7301,-79.4555,130750,625,209.20,North America,ref-ca-on-TOR
776,South America,Brazil,BR,São Paulo,,01310-110,-23.5998,-46.7401,169400,805,210.43,South America,ref-br-sp-SAO
791,North America,United States,US,California,CA,90220,34.0181,-118.2154,162345,770,210.84,West Coast,ref-us-ca-LA
792,North America,United States,US,New York,NY,10012,40.8001,-74.1338,238901,1140,209.56,North East,ref-us-ny-NYC
793,Europe,Germany,DE,Bavaria,,80342,48.2522,11.6977,99500,470,211.70,Western Europe,ref-de-by-MUN
794,Asia,Japan,JP,Tokyo,,100-0012,35.8005,139.7999,311200,1450,214.62,East Asia,ref-jp-tko
795,North America,Canada,CA,Ontario,ON,M5V 2G0,43.7401,-79.4655,131750,630,209.13,North America,ref-ca-on-TOR
796,South America,Brazil,BR,São Paulo,,01310-111,-23.6098,-46.7501,168400,800,210.50,South America,ref-br-sp-SAO
811,North America,United States,US,California,CA,90221,34.0081,-118.2054,163345,775,210.77,West Coast,ref-us-ca-LA
812,North America,United States,US,New York,NY,10013,40.8101,-74.1438,237901,1135,209.60,North East,ref-us-ny-NYC
813,Europe,Germany,DE,Bavaria,,80343,48.2622,11.7077,98500,465,211.83,Western Europe,ref-de-by-MUN
814,Asia,Japan,JP,Tokyo,,100-0013,35.8105,139.8099,312200,1455,214.57,East Asia,ref-jp-tko
815,North America,Canada,CA,Ontario,ON,M5V 2G1,43.7501,-79.4755,132750,635,209.06,North America,ref-ca-on-TOR
816,South America,Brazil,BR,São Paulo,,01310-112,-23.6198,-46.7601,167400,795,210.57,South America,ref-br-sp-SAO
831,North America,United States,US,California,CA,90222,33.9981,-118.1954,164345,780,210.70,West Coast,ref-us-ca-LA
832,North America,United States,US,New York,NY,10014,40.8201,-74.1538,236901,1130,209.65,North East,ref-us-ny-NYC
833,Europe,Germany,DE,Bavaria,,80344,48.2722,11.7177,97500,460,211.96,Western Europe,ref-de-by-MUN
834,Asia,Japan,JP,Tokyo,,100-0014,35.8205,139.8199,313200,1460,214.52,East Asia,ref-jp-tko
835,North America,Canada,CA,Ontario,ON,M5V 2G2,43.7601,-79.4855,133750,640,209.00,North America,ref-ca-on-TOR
836,South America,Brazil,BR,São Paulo,,01310-113,-23.6298,-46.7701,166400,790,210.63,South America,ref-br-sp-SAO
851,North America,United States,US,California,CA,90223,33.9881,-118.1854,165345,785,210.63,West Coast,ref-us-ca-LA
852,North America,United States,US,New York,NY,10015,40.8301,-74.1638,235901,1125,209.70,North East,ref-us-ny-NYC
853,Europe,Germany,DE,Bavaria,,80345,48.2822,11.7277,96500,455,212.09,Western Europe,ref-de-by-MUN
854,Asia,Japan,JP,Tokyo,,100-0015,35.8305,139.8299,314200,1465,214.47,East Asia,ref-jp-tko
855,North America,Canada,CA,Ontario,ON,M5V 2G3,43.7701,-79.4955,134750,645,208.91,North America,ref-ca-on-TOR
856,South America,Brazil,BR,São Paulo,,01310-114,-23.6398,-46.7801,165400,785,210.70,South America,ref-br-sp-SAO
871,North America,United States,US,California,CA,90224,33.9781,-118.1754,166345,790,210.56,West Coast,ref-us-ca-LA
872,North America,United States,US,New York,NY,10016,40.8401,-74.1738,234901,1120,209.73,North East,ref-us-ny-NYC
873,Europe,Germany,DE,Bavaria,,80346,48.2922,11.7377,95500,450,212.22,Western Europe,ref-de-by-MUN
874,Asia,Japan,JP,Tokyo,,100-0016,35.8405,139.8399,315200,1470,214.42,East Asia,ref-jp-tko
875,North America,Canada,CA,Ontario,ON,M5V 2G4,43.7801,-79.5055,135750,650,208.85,North America,ref-ca-on-TOR
876,South America,Brazil,BR,São Paulo,,01310-115,-23.6498,-46.7901,164400,780,210.77,South America,ref-br-sp-SAO
891,North America,United States,US,California,CA,90225,33.9681,-118.1654,167345,795,210.50,West Coast,ref-us-ca-LA
892,North America,United States,US,New York,NY,10017,40.8501,-74.1838,233901,1115,209.78,North East,ref-us-ny-NYC
893,Europe,Germany,DE,Bavaria,,80347,48.3022,11.7477,94500,445,212.36,Western Europe,ref-de-by-MUN
894,Asia,Japan,JP,Tokyo,,100-0017,35.8505,139.8499,316200,1475,214.37,East Asia,ref-jp-tko
895,North America,Canada,CA,Ontario,ON,M5V 2G5,43.7901,-79.5155,136750,655,208.78,North America,ref-ca-on-TOR
896,South America,Brazil,BR,São Paulo,,01310-116,-23.6598,-46.8001,163400,775,210.84,South America,ref-br-sp-SAO
911,North America,United States,US,California,CA,90226,33.9581,-118.1554,168345,800,210.43,West Coast,ref-us-ca-LA
912,North America,United States,US,New York,NY,10018,40.8601,-74.1938,232901,1110,209.82,North East,ref-us-ny-NYC
913,Europe,Germany,DE,Bavaria,,80348,48.3122,11.7577,93500,440,212.50,Western Europe,ref-de-by-MUN
914,Asia,Japan,JP,Tokyo,,100-0018,35.8605,139.8599,317200,1480,214.32,East Asia,ref-jp-tko
915,North America,Canada,CA,Ontario,ON,M5V 2G6,43.8001,-79.5255,137750,660,208.71,North America,ref-ca-on-TOR
916,South America,Brazil,BR,São Paulo,,01310-117,-23.6698,-46.8101,162400,770,210.91,South America,ref-br-sp-SAO
931,North America,United States,US,California,CA,90227,33.9481,-118.1454,169345,805,210.37,West Coast,ref-us-ca-LA
932,North America,United States,US,New York,NY,10019,40.8701,-74.2038,231901,1105,209.86,North East,ref-us-ny-NYC
933,Europe,Germany,DE,Bavaria,,80349,48.3222,11.7677,92500,435,212.64,Western Europe,ref-de-by-MUN
934,Asia,Japan,JP,Tokyo,,100-0019,35.8705,139.8699,318200,1485,214.28,East Asia,ref-jp-tko
935,North America,Canada,CA,Ontario,ON,M5V 2G7,43.8101,-79.5355,138750,665,208.65,North America,ref-ca-on-TOR
936,South America,Brazil,BR,São Paulo,,01310-118,-23.6798,-46.8201,161400,765,211.00,South America,ref-br-sp-SAO
951,North America,United States,US,California,CA,90228,34.0381,-118.2354,162345,770,210.84,West Coast,ref-us-ca-LA
952,North America,United States,US,New York,NY,10020,40.7801,-74.1138,240901,1150,209.48,North East,ref-us-ny-NYC
953,Europe,Germany,DE,Bavaria,,80340,48.2322,11.6777,101500,480,211.46,Western Europe,ref-de-by-MUN
954,Asia,Japan,JP,Tokyo,,100-0010,35.7805,139.7799,309200,1440,214.72,East Asia,ref-jp-tko
955,North America,Canada,CA,Ontario,ON,M5V 2F8,43.7201,-79.4455,129750,620,209.27,North America,ref-ca-on-TOR
956,South America,Brazil,BR,São Paulo,,01310-109,-23.5898,-46.7301,170400,810,210.37,South America,ref-br-sp-SAO
971,North America,United States,US,California,CA,90219,34.0281,-118.2254,161345,765,210.91,West Coast,ref-us-ca-LA
972,North America,United States,US,New York,NY,10011,40.7901,-74.1238,239901,1145,209.52,North East,ref-us-ny-NYC
973,Europe,Germany,DE,Bavaria,,80341,48.2422,11.6877,100500,475,211.58,Western Europe,ref-de-by-MUN
974,Asia,Japan,JP,Tokyo,,100-0011,35.7905,139.7899,310200,1445,214.67,East Asia,ref-jp-tko
975,North America,Canada,CA,Ontario,ON,M5V 2F9,43.7301,-79.4555,130750,625,209.20,North America,ref-ca-on-TOR
976,South America,Brazil,BR,São Paulo,,01310-110,-23.5998,-46.7401,169400,805,210.43,South America,ref-br-sp-SAO
991,North America,United States,US,California,CA,90220,34.0181,-118.2154,162345,770,210.84,West Coast,ref-us-ca-LA
992,North America,United States,US,New York,NY,10012,40.8001,-74.1338,238901,1140,209.56,North East,ref-us-ny-NYC
993,Europe,Germany,DE,Bavaria,,80342,48.2522,11.6977,99500,470,211.70,Western Europe,ref-de-by-MUN
994,Asia,Japan,JP,Tokyo,,100-0012,35.8005,139.7999,311200,1450,214.62,East Asia,ref-jp-tko
995,North America,Canada,CA,Ontario,ON,M5V 2G0,43.7401,-79.4655,131750,630,209.13,North America,ref-ca-on-TOR
996,South America,Brazil,BR,São Paulo,,01310-111,-23.6098,-46.7501,168400,800,210.50,South America,ref-br-sp-SAO
1011,North America,United States,US,California,CA,90221,34.0081,-118.2054,163345,775,210.77,West Coast,ref-us-ca-LA
1012,North America,United States,US,New York,NY,10013,40.8101,-74.1438,237901,1135,209.60,North East,ref-us-ny-NYC
1013,Europe,Germany,DE,Bavaria,,80343,48.2622,11.7077,98500,465,211.83,Western Europe,ref-de-by-MUN
1014,Asia,Japan,JP,Tokyo,,100-0013,35.8105,139.8099,312200,1455,214.57,East Asia,ref-jp-tko
1015,North America,Canada,CA,Ontario,ON,M5V 2G1,43.7501,-79.4755,132750,635,209.06,North America,ref-ca-on-TOR
1016,South America,Brazil,BR,São Paulo,,01310-112,-23.6198,-46.7601,167400,795,210.57,South America,ref-br-sp-SAO
1031,North America,United States,US,California,CA,90222,33.9981,-118.1954,164345,780,210.70,West Coast,ref-us-ca-LA
1032,North America,United States,US,New York,NY,10014,40.8201,-74.1538,236901,1130,209.65,North East,ref-us-ny-NYC
1033,Europe,Germany,DE,Bavaria,,80344,48.2722,11.7177,97500,460,211.96,Western Europe,ref-de-by-MUN
1034,Asia,Japan,JP,Tokyo,,100-0014,35.8205,139.8199,313200,1460,214.52,East Asia,ref-jp-tko
1035,North America,Canada,CA,Ontario,ON,M5V 2G2,43.7601,-79.4855,133750,640,209.00,North America,ref-ca-on-TOR
1036,South America,Brazil,BR,São Paulo,,01310-113,-23.6298,-46.7701,166400,790,210.63,South America,ref-br-sp-SAO
1051,North America,United States,US,California,CA,90223,33.9881,-118.1854,165345,785,210.63,West Coast,ref-us-ca-LA
1052,North America,United States,US,New York,NY,10015,40.8301,-74.1638,235901,1125,209.70,North East,ref-us-ny-NYC
1053,Europe,Germany,DE,Bavaria,,80345,48.2822,11.7277,96500,455,212.09,Western Europe,ref-de-by-MUN
1054,Asia,Japan,JP,Tokyo,,100-0015,35.8305,139.8299,314200,1465,214.47,East Asia,ref-jp-tko
1055,North America,Canada,CA,Ontario,ON,M5V 2G3,43.7701,-79.4955,134750,645,208.91,North America,ref-ca-on-TOR
1056,South America,Brazil,BR,São Paulo,,01310-114,-23.6398,-46.7801,165400,785,210.70,South America,ref-br-sp-SAO
1071,North America,United States,US,California,CA,90224,33.9781,-118.1754,166345,790,210.56,West Coast,ref-us-ca-LA
1072,North America,United States,US,New York,NY,10016,40.8401,-74.1738,234901,1120,209.73,North East,ref-us-ny-NYC
1073,Europe,Germany,DE,Bavaria,,80346,48.2922,11.7377,95500,450,212.22,Western Europe,ref-de-by-MUN
1074,Asia,Japan,JP,Tokyo,,100-0016,35.8405,139.8399,315200,1470,214.42,East Asia,ref-jp-tko
1075,North America,Canada,CA,Ontario,ON,M5V 2G4,43.7801,-79.5055,135750,650,208.85,North America,ref-ca-on-TOR
1076,South America,Brazil,BR,São Paulo,,01310-115,-23.6498,-46.7901,164400,780,210.77,South America,ref-br-sp-SAO
1091,North America,United States,US,California,CA,90225,33.9681,-118.1654,167345,795,210.50,West Coast,ref-us-ca-LA
1092,North America,United States,US,New York,NY,10017,40.8501,-74.1838,233901,1115,209.78,North East,ref-us-ny-NYC
1093,Europe,Germany,DE,Bavaria,,80347,48.3022,11.7477,94500,445,212.36,Western Europe,ref-de-by-MUN
1094,Asia,Japan,JP,Tokyo,,100-0017,35.8505,139.8499,316200,1475,214.37,East Asia,ref-jp-tko
1095,North America,Canada,CA,Ontario,ON,M5V 2G5,43.7901,-79.5155,136750,655,208.78,North America,ref-ca-on-TOR
1096,South America,Brazil,BR,São Paulo,,01310-116,-23.6598,-46.8001,163400,775,210.84,South America,ref-br-sp-SAO
1111,North America,United States,US,California,CA,90226,33.9581,-118.1554,168345,800,210.43,West Coast,ref-us-ca-LA
1112,North America,United States,US,New York,NY,10018,40.8601,-74.1938,232901,1110,209.82,North East,ref-us-ny-NYC
1113,Europe,Germany,DE,Bavaria,,80348,48.3122,11.7577,93500,440,212.50,Western Europe,ref-de-by-MUN
1114,Asia,Japan,JP,Tokyo,,100-0018,35.8605,139.8599,317200,1480,214.32,East Asia,ref-jp-tko
1115,North America,Canada,CA,Ontario,ON,M5V 2G6,43.8001,-79.5255,137750,660,208.71,North America,ref-ca-on-TOR
1116,South America,Brazil,BR,São Paulo,,01310-117,-23.6698,-46.8101,162400,770,210.91,South America,ref-br-sp-SAO
1131,North America,United States,US,California,CA,90227,33.9481,-118.1454,169345,805,210.37,West Coast,ref-us-ca-LA
1132,North America,United States,US,New York,NY,10019,40.8701,-74.2038,231901,1105,209.86,North East,ref-us-ny-NYC
1133,Europe,Germany,DE,Bavaria,,80349,48.3222,11.7677,92500,435,212.64,Western Europe,ref-de-by-MUN
1134,Asia,Japan,JP,Tokyo,,100-0019,35.8705,139.8699,318200,1485,214.28,East Asia,ref-jp-tko
1135,North America,Canada,CA,Ontario,ON,M5V 2G7,43.8101,-79.5355,138750,665,208.65,North America,ref-ca-on-TOR
1136,South America,Brazil,BR,São Paulo,,01310-118,-23.6798,-46.8201,161400,765,211.00,South America,ref-br-sp-SAO
1151,North America,United States,US,California,CA,90228,34.0381,-118.2354,162345,770,210.84,West Coast,ref-us-ca-LA
1152,North America,United States,US,New York,NY,10020,40.7801,-74.1138,240901,1150,209.48,North East,ref-us-ny-NYC
1153,Europe,Germany,DE,Bavaria,,80340,48.2322,11.6777,101500,480,211.46,Western Europe,ref-de-by-MUN
1154,Asia,Japan,JP,Tokyo,,100-0010,35.7805,139.7799,309200,1440,214.72,East Asia,ref-jp-tko
1155,North America,Canada,CA,Ontario,ON,M5V 2F8,43.7201,-79.4455,129750,620,209.27,North America,ref-ca-on-TOR
1156,South America,Brazil,BR,São Paulo,,01310-109,-23.5898,-46.7301,170400,810,210.37,South America,ref-br-sp-SAO
1171,North America,United States,US,California,CA,90219,34.0281,-118.2254,161345,765,210.91,West Coast,ref-us-ca-LA
1172,North America,United States,US,New York,NY,10011,40.7901,-74.1238,239901,1145,209.52,North East,ref-us-ny-NYC
1173,Europe,Germany,DE,Bavaria,,80341,48.2422,11.6877,100500,475,211.58,Western Europe,ref-de-by-MUN
1174,Asia,Japan,JP,Tokyo,,100-0011,35.7905,139.7899,310200,1445,214.67,East Asia,ref-jp-tko
1175,North America,Canada,CA,Ontario,ON,M5V 2F9,43.7301,-79.4555,130750,625,209.20,North America,ref-ca-on-TOR
1176,South America,Brazil,BR,São Paulo,,01310-110,-23.5998,-46.7401,169400,805,210.43,South America,ref-br-sp-SAO
1191,North America,United States,US,California,CA,90220,34.0181,-118.2154,162345,770,210.84,West Coast,ref-us-ca-LA
1192,North America,United States,US,New York,NY,10012,40.8001,-74.1338,238901,1140,209.56,North East,ref-us-ny-NYC
1193,Europe,Germany,DE,Bavaria,,80342,48.2522,11.6977,99500,470,211.70,Western Europe,ref-de-by-MUN
1194,Asia,Japan,JP,Tokyo,,100-0012,35.8005,139.7999,311200,1450,214.62,East Asia,ref-jp-tko
1195,North America,Canada,CA,Ontario,ON,M5V 2G0,43.7401,-79.4655,131750,630,209.13,North America,ref-ca-on-TOR
1196,South America,Brazil,BR,São Paulo,,01310-111,-23.6098,-46.7501,168400,800,210.50,South America,ref-br-sp-SAO
1211,North America,United States,US,California,CA,90221,34.0081,-118.2054,163345,775,210.77,West Coast,ref-us-ca-LA
1212,North America,United States,US,New York,NY,10013,40.8101,-74.1438,237901,1135,209.60,North East,ref-us-ny-NYC
1213,Europe,Germany,DE,Bavaria,,80343,48.2622,11.7077,98500,465,211.83,Western Europe,ref-de-by-MUN
1214,Asia,Japan,JP,Tokyo,,100-0013,35.8105,139.8099,312200,1455,214.57,East Asia,ref-jp-tko
1215,North America,Canada,CA,Ontario,ON,M5V 2G1,43.7501,-79.4755,132750,635,209.06,North America,ref-ca-on-TOR
1216,South America,Brazil,BR,São Paulo,,01310-112,-23.6198,-46.7601,167400,795,210.57,South America,ref-br-sp-SAO
1231,North America,United States,US,California,CA,90222,33.9981,-118.1954,164345,780,210.70,West Coast,ref-us-ca-LA
1232,North America,United States,US,New York,NY,10014,40.8201,-74.1538,236901,1130,209.65,North East,ref-us-ny-NYC
1233,Europe,Germany,DE,Bavaria,,80344,48.2722,11.7177,97500,460,211.96,Western Europe,ref-de-by-MUN
1234,Asia,Japan,JP,Tokyo,,100-0014,35.8205,139.8199,313200,1460,214.52,East Asia,ref-jp-tko
1235,North America,Canada,CA,Ontario,ON,M5V 2G2,43.7601,-79.4855,133750,640,209.00,North America,ref-ca-on-TOR
1236,South America,Brazil,BR,São Paulo,,01310-113,-23.6298,-46.7701,166400,790,210.63,South America,ref-br-sp-SAO
1251,North America,United States,US,California,CA,90223,33.9881,-118.1854,165345,785,210.63,West Coast,ref-us-ca-LA
1252,North America,United States,US,New York,NY,10015,40.8301,-74.1638,235901,1125,209.70,North East,ref-us-ny-NYC
1253,Europe,Germany,DE,Bavaria,,80345,48.2822,11.7277,96500,455,212.09,Western Europe,ref-de-by-MUN
1254,Asia,Japan,JP,Tokyo,,100-0015,35.8305,139.8299,314200,1465,214.47,East Asia,ref-jp-tko
1255,North America,Canada,CA,Ontario,ON,M5V 2G3,43.7701,-79.4955,134750,645,208.91,North America,ref-ca-on-TOR
1256,South America,Brazil,BR,São Paulo,,01310-114,-23.6398,-46.7801,165400,785,210.70,South America,ref-br-sp-SAO
1271,North America,United States,US,California,CA,90224,33.9781,-118.1754,166345,790,210.56,West Coast,ref-us-ca-LA
1272,North America,United States,US,New York,NY,10016,40.8401,-74.1738,234901,1120,209.73,North East,ref-us-ny-NYC
1273,Europe,Germany,DE,Bavaria,,80346,48.2922,11.7377,95500,450,212.22,Western Europe,ref-de-by-MUN
1274,Asia,Japan,JP,Tokyo,,100-0016,35.8405,139.8399,315200,1470,214.42,East Asia,ref-jp-tko
1275,North America,Canada,CA,Ontario,ON,M5V 2G4,43.7801,-79.5055,135750,650,208.85,North America,ref-ca-on-TOR
1276,South America,Brazil,BR,São Paulo,,01310-115,-23.6498,-46.7901,164400,780,210.77,South America,ref-br-sp-SAO
1291,North America,United States,US,California,CA,90225,33.9681,-118.1654,167345,795,210.50,West Coast,ref-us-ca-LA
1292,North America,United States,US,New York,NY,10017,40.8501,-74.1838,233901,1115,209.78,North East,ref-us-ny-NYC
1293,Europe,Germany,DE,Bavaria,,80347,48.3022,11.7477,94500,445,212.36,Western Europe,ref-de-by-MUN
1294,Asia,Japan,JP,Tokyo,,100-0017,35.8505,139.8499,316200,1475,214.37,East Asia,ref-jp-tko
1295,North America,Canada,CA,Ontario,ON,M5V 2G5,43.7901,-79.5155,136750,655,208.78,North America,ref-ca-on-TOR
1296,South America,Brazil,BR,São Paulo,,01310-116,-23.6598,-46.8001,163400,775,210.84,South America,ref-br-sp-SAO
1311,North America,United States,US,California,CA,90226,33.9581,-118.1554,168345,800,210.43,West Coast,ref-us-ca-LA
1312,North America,United States,US,New York,NY,10018,40.8601,-74.1938,232901,1110,209.82,North East,ref-us-ny-NYC
1313,Europe,Germany,DE,Bavaria,,80348,48.3122,11.7577,93500,440,212.50,Western Europe,ref-de-by-MUN
1314,Asia,Japan,JP,Tokyo,,100-0018,35.8605,139.8599,317200,1480,214.32,East Asia,ref-jp-tko
1315,North America,Canada,CA,Ontario,ON,M5V 2G6,43.8001,-79.5255,137750,660,208.71,North America,ref-ca-on-TOR
1316,South America,Brazil,BR,São Paulo,,01310-117,-23.6698,-46.8101,162400,770,210.91,South America,ref-br-sp-SAO
1331,North America,United States,US,California,CA,90227,33.9481,-118.1454,169345,805,210.37,West Coast,ref-us-ca-LA
1332,North America,United States,US,New York,NY,10019,40.8701,-74.2038,231901,1105,209.86,North East,ref-us-ny-NYC
1333,Europe,Germany,DE,Bavaria,,80349,48.3222,11.7677,92500,435,212.64,Western Europe,ref-de-by-MUN
1334,Asia,Japan,JP,Tokyo,,100-0019,35.8705,139.8699,318200,1485,214.28,East Asia,ref-jp-tko
1335,North America,Canada,CA,Ontario,ON,M5V 2G7,43.8101,-79.5355,138750,665,208.65,North America,ref-ca-on-TOR
1336,South America,Brazil,BR,São Paulo,,01310-118,-23.6798,-46.8201,161400,765,211.00,South America,ref-br-sp-SAO
1351,North America,United States,US,California,CA,90228,34.0381,-118.2354,162345,770,210.84,West Coast,ref-us-ca-LA
1352,North America,United States,US,New York,NY,10020,40.7801,-74.1138,240901,1150,209.48,North East,ref-us-ny-NYC
1353,Europe,Germany,DE,Bavaria,,80340,48.2322,11.6777,101500,480,211.46,Western Europe,ref-de-by-MUN
1354,Asia,Japan,JP,Tokyo,,100-0010,35.7805,139.7799,309200,1440,214.72,East Asia,ref-jp-tko
1355,North America,Canada,CA,Ontario,ON,M5V 2F8,43.7201,-79.4455,129750,620,209.27,North America,ref-ca-on-TOR
1356,South America,Brazil,BR,São Paulo,,01310-109,-23.5898,-46.7301,170400,810,210.37,South America,ref-br-sp-SAO
1371,North America,United States,US,California,CA,90219,34.0281,-118.2254,161345,765,210.91,West Coast,ref-us-ca-LA
1372,North America,United States,US,New York,NY,10011,40.7901,-74.1238,239901,1145,209.52,North East,ref-us-ny-NYC
1373,Europe,Germany,DE,Bavaria,,80341,48.2422,11.6877,100500,475,211.58,Western Europe,ref-de-by-MUN
1374,Asia,Japan,JP,Tokyo,,100-0011,35.7905,139.7899,310200,1445,214.67,East Asia,ref-jp-tko
1375,North America,Canada,CA,Ontario,ON,M5V 2F9,43.7301,-79.4555,130750,625,209.20,North America,ref-ca-on-TOR
1376,South America,Brazil,BR,São Paulo,,01310-110,-23.5998,-46.7401,169400,805,210.43,South America,ref-br-sp-SAO
1391,North America,United States,US,California,CA,90220,34.0181,-118.2154,162345,770,210.84,West Coast,ref-us-ca-LA
1392,North America,United States,US,New York,NY,10012,40.8001,-74.1338,238901,1140,209.56,North East,ref-us-ny-NYC
1393,Europe,Germany,DE,Bavaria,,80342,48.2522,11.6977,99500,470,211.70,Western Europe,ref-de-by-MUN
1394,Asia,Japan,JP,Tokyo,,100-0012,35.8005,139.7999,311200,1450,214.62,East Asia,ref-jp-tko
1395,North America,Canada,CA,Ontario,ON,M5V 2G0,43.7401,-79.4655,131750,630,209.13,North America,ref-ca-on-TOR
